Col_ID,Section,Display_to_Users,In_Final_Individual_Dataset,Dropped_or_Not_Displayed_Reason,Manual_Display_Type,Processed_Data_Type,Short_Label,WVS_Variable_Title,Question_Text,Additional_Text,Original_Response_Options_Including_Missing,Processed_Response_Values,Processing_Notes,Missing_Data_Handling,ColLab,Source
Q222,POLITICAL INTEREST & POLITICAL PARTICIPATION,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Voting frequency at national level,Vote in elections: National level,Vote in elections: National level,,1 = Always; 2 = Usually; 3 = Never; 4 = Not allowed to vote; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Always (original 1); 2 = Usually (original 2); 3 = Never (original 3); 4 = Not allowed to vote (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q222-Vote in elections: National level,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q223,POLITICAL INTEREST & POLITICAL PARTICIPATION,False,False,Dropped by setup script ignored_questions because response labels are too numerous or country-specific.,factor,factor,Party choice if national election tomorrow,Which party would you vote for if there were a national election tomorrow,"If there were a national election tomorrow, for which party on this list would you vote?. If ""Don't know"": Which party appeals to you most? Each country provides codes to cover all major parties in given society Codes are available in Annex.",Note: This variable is country specific.,,Factor labels retained; negative values set to NA.,Haven labelled values converted to factor labels; negative missing codes are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q223-Which party would you vote for if there were a national election tomorrow,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q224,POLITICAL INTEREST & POLITICAL PARTICIPATION,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Fairness of vote counting,How often in country's elections: Votes are counted fairly,"In your view, how often do the following things occur in this country's elections? Votes are counted fairly",,1 = Very often; 2 = Fairly often; 3 = Not often; 4 = Not at all often; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very often (original 1); 2 = Fairly often (original 2); 3 = Not often (original 3); 4 = Not at all often (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q224-How often in country's elections: Votes are counted fairly,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q225,POLITICAL INTEREST & POLITICAL PARTICIPATION,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Prevention of opposition candidates from running,How often in country's elections: Opposition candidates are prevented from,"running In your view, how often do the following things occur in this country's elections? Opposition candidates are prevented from running",,1 = Very often; 2 = Fairly often; 3 = Not often; 4 = Not at all often; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing;Unknown,1 = Very often (original 1); 2 = Fairly often (original 2); 3 = Not often (original 3); 4 = Not at all often (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q225-How often in country's elections: Opposition candidates are prevented from,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q226,POLITICAL INTEREST & POLITICAL PARTICIPATION,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,TV news favoritism towards governing party,How often in country's elections: TV news favors the governing party,"In your view, how often do the following things occur in this country's elections? TV news favors the governing party",,1 = Very often; 2 = Fairly often; 3 = Not often; 4 = Not at all often; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very often (original 1); 2 = Fairly often (original 2); 3 = Not often (original 3); 4 = Not at all often (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q226-How often in country's elections: TV news favors the governing party,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q227,POLITICAL INTEREST & POLITICAL PARTICIPATION,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Voters being bribed,How often in country's elections: Voters are bribed,"In your view, how often do the following things occur in this country's elections? Voters are bribed",,1 = Very often; 2 = Fairly often; 3 = Not often; 4 = Not at all often; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very often (original 1); 2 = Fairly often (original 2); 3 = Not often (original 3); 4 = Not at all often (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q227-How often in country's elections: Voters are bribed,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q228,POLITICAL INTEREST & POLITICAL PARTICIPATION,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Fair coverage of elections by journalists,How often in country's elections: Journalists provide fair coverage of elections,"In your view, how often do the following things occur in this country's elections? Journalists provide fair coverage of elections",,1 = Very often; 2 = Fairly often; 3 = Not often; 4 = Not at all often; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing;Unknown,1 = Very often (original 1); 2 = Fairly often (original 2); 3 = Not often (original 3); 4 = Not at all often (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q228-How often in country's elections: Journalists provide fair coverage of elections,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q229,POLITICAL INTEREST & POLITICAL PARTICIPATION,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Fairness of election officials,How often in country's elections: Election officials are fair,"In your view, how often do the following things occur in this country's elections? Election officials are fair",,1 = Very often; 2 = Fairly often; 3 = Not often; 4 = Not at all often; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very often (original 1); 2 = Fairly often (original 2); 3 = Not often (original 3); 4 = Not at all often (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q229-How often in country's elections: Election officials are fair,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q230,POLITICAL INTEREST & POLITICAL PARTICIPATION,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Elections being bought by the rich,How often in country's elections: Rich people buy elections,"In your view, how often do the following things occur in this country's elections? Rich people buy elections",,1 = Very often; 2 = Fairly often; 3 = Not often; 4 = Not at all often; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing;Unknown,1 = Very often (original 1); 2 = Fairly often (original 2); 3 = Not often (original 3); 4 = Not at all often (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q230-How often in country's elections: Rich people buy elections,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q231,POLITICAL INTEREST & POLITICAL PARTICIPATION,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Violence at polls,How often in country's elections: Voters are threatened with violence at the polls,"In your view, how often do the following things occur in this country's elections? Voters are threatened with violence at the polls",,1 = Very often; 2 = Fairly often; 3 = Not often; 4 = Not at all often; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very often (original 1); 2 = Fairly often (original 2); 3 = Not often (original 3); 4 = Not at all often (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q231-How often in country's elections: Voters are threatened with violence at the polls,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q232,POLITICAL INTEREST & POLITICAL PARTICIPATION,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Genuine choice offered to voters in elections,How often in country's elections: Voters are offered a genuine choice in the,"elections In your view, how often do the following things occur in this country's elections? Voters are offered a genuine choice in the elections",,1 = Very often; 2 = Fairly often; 3 = Not often; 4 = Not at all often; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very often (original 1); 2 = Fairly often (original 2); 3 = Not often (original 3); 4 = Not at all often (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q232-How often in country's elections: Voters are offered a genuine choice in the,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q233,POLITICAL INTEREST & POLITICAL PARTICIPATION,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Equal opportunities for women in elections,How often in country's elections: Women have equal opportunities to run the office,"In your view, how often do the following things occur in this country's elections?: Women have equal opportunities to run the office",,1 = Very often; 2 = Fairly often; 3 = Not often; 4 = Not at all often; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very often (original 1); 2 = Fairly often (original 2); 3 = Not often (original 3); 4 = Not at all often (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q233-How often in country's elections: Women have equal opportunities to run the office,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q234,POLITICAL INTEREST & POLITICAL PARTICIPATION,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Importance of honest elections,Some people think that having honest elections makes a lot of difference in their,"lives; other people think that it doesn't matter much Do you think that honest elections play an important role in deciding whether you and your family are able to make a good living?. How important would you say this is —very important, fairly important, not very important or not at all important?",,1 = Very important; 2 = Rather important; 3 = Not very important; 4 = Not at all important; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very important (original 1); 2 = Rather important (original 2); 3 = Not very important (original 3); 4 = Not at all important (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q234-Some people think that having honest elections makes a lot of difference in their,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q235,POLITICAL CULTURE & POLITICAL REGIMES,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Opinion on having a strong leader without parliament,Political system: Having a strong leader who does not have to bother with,"parliament and elections I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a strong leader who does not have to bother with parliament and elections",,1 = Very good; 2 = Fairly good; 3 = Fairly bad; 4 = Very bad; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very good (original 1); 2 = Fairly good (original 2); 3 = Fairly bad (original 3); 4 = Very bad (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q235-Political system: Having a strong leader who does not have to bother with,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q236,POLITICAL CULTURE & POLITICAL REGIMES,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Opinion on experts making decisions for the country,"Political system: Having experts, not government, make decisions according to","what they think is best for the country I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having experts, not government, make decisions according to what they think is best for the country",,1 = Very good; 2 = Fairly good; 3 = Fairly bad; 4 = Very bad; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very good (original 1); 2 = Fairly good (original 2); 3 = Fairly bad (original 3); 4 = Very bad (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.","Q236-Political system: Having experts, not government, make decisions according to",WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q237,POLITICAL CULTURE & POLITICAL REGIMES,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Opinion on military rule,Political system: Having the army rule,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having the army rule",,1 = Very good; 2 = Fairly good; 3 = Fairly bad; 4 = Very bad; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very good (original 1); 2 = Fairly good (original 2); 3 = Fairly bad (original 3); 4 = Very bad (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q237-Political system: Having the army rule,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q238,POLITICAL CULTURE & POLITICAL REGIMES,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Opinion on democratic political system,Political system: Having a democratic political system,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a democratic political system",,1 = Very good; 2 = Fairly good; 3 = Fairly bad; 4 = Very bad; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very good (original 1); 2 = Fairly good (original 2); 3 = Fairly bad (original 3); 4 = Very bad (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q238-Political system: Having a democratic political system,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q239,POLITICAL CULTURE & POLITICAL REGIMES,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Opinion on religious law governing without political parties,Political system: Having a system governed by religious law in which there are no,"political parties or elections I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a system governed by religious law in which there are no political parties or elections",,1 = Very good; 2 = Fairly good; 3 = Bad; 4 = Very bad; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very good (original 1); 2 = Fairly good (original 2); 3 = Bad (original 3); 4 = Very bad (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q239-Political system: Having a system governed by religious law in which there are no,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q240,POLITICAL CULTURE & POLITICAL REGIMES,False,False,Not selected for display in Variable_Display_Logical.,integer,integer/numeric,Placement on political left-right scale,Left-right political scale,"In political matters, people talk of ""the left"" and ""the right."" How would you place your views on this scale, generally speaking?","1 = Left, 10 = Right",1 = Left; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = Right; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Left; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = Right,Original numeric values retained; all values below 0 are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q240-Left-right political scale,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q241,POLITICAL CULTURE & POLITICAL REGIMES,False,False,Not selected for display in Variable_Display_Logical.,integer,integer/numeric,Taxing the rich to subsidize the poor as democracy feature,Democracy: Governments tax the rich and subsidize the poor,"Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means ""not at all an essential characteristic of democracy"" and 10 means it definitely is ""an essential characteristic of democracy. - Governments tax the rich and subsidize the poor","1 means ""not at all an essential characteristic of democracy"" and 10 means it definitely is ""an essential characteristic of democracy""",0 = It is against democracy (spontaneous); 1 = Not an essential characteristic of democracy; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = An essential characteristic of democracy; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,0 = It is against democracy (spontaneous); 1 = Not an essential characteristic of democracy; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = An essential characteristic of democracy,Original numeric values retained; all values below 0 are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q241-Democracy: Governments tax the rich and subsidize the poor,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q242,POLITICAL CULTURE & POLITICAL REGIMES,False,False,Not selected for display in Variable_Display_Logical.,integer,integer/numeric,Religious authorities interpreting laws as democracy feature,Democracy: Religious authorities interpret the laws,"Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means ""not at all an essential characteristic of democracy"" and 10 means it definitely is ""an essential characteristic of democracy. - Religious authorities interpret the laws","1 means ""not at all an essential characteristic of democracy"" and 10 means it definitely is ""an essential characteristic of democracy""",0 = It is against democracy (spontaneous); 1 = Not an essential characteristic of democracy; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = An essential characteristic of democracy; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,0 = It is against democracy (spontaneous); 1 = Not an essential characteristic of democracy; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = An essential characteristic of democracy,Original numeric values retained; all values below 0 are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q242-Democracy: Religious authorities interpret the laws,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q243,POLITICAL CULTURE & POLITICAL REGIMES,False,False,Not selected for display in Variable_Display_Logical.,integer,integer/numeric,Free elections as an essential characteristic of democracy,Democracy: People choose their leaders in free elections,"Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means ""not at all an essential characteristic of democracy"" and 10 means it definitely is ""an essential characteristic of democracy. - People choose their leaders in free elections","1 means ""not at all an essential characteristic of democracy"" and 10 means it definitely is ""an essential characteristic of democracy""",0 = It is against democracy (spontaneous); 1 = Not an essential characteristic of democracy; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = An essential characteristic of democracy; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Unknown,0 = It is against democracy (spontaneous); 1 = Not an essential characteristic of democracy; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = An essential characteristic of democracy,Original numeric values retained; all values below 0 are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q243-Democracy: People choose their leaders in free elections,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q244,POLITICAL CULTURE & POLITICAL REGIMES,False,False,Not selected for display in Variable_Display_Logical.,integer,integer/numeric,State aid for unemployment as democracy feature,Democracy: People receive state aid for unemployment,"Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means ""not at all an essential characteristic of democracy"" and 10 means it definitely is ""an essential characteristic of democracy. - People receive state aid for unemployment","1 means ""not at all an essential characteristic of democracy"" and 10 means it definitely is ""an essential characteristic of democracy""",0 = It is against democracy (spontaneous); 1 = Not an essential characteristic of democracy; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = An essential characteristic of democracy; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Unknown,0 = It is against democracy (spontaneous); 1 = Not an essential characteristic of democracy; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = An essential characteristic of democracy,Original numeric values retained; all values below 0 are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q244-Democracy: People receive state aid for unemployment,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q245,POLITICAL CULTURE & POLITICAL REGIMES,False,False,Not selected for display in Variable_Display_Logical.,integer,integer/numeric,Army takeover when government is incompetent,Democracy: The army takes over when government is incompetent,"Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means ""not at all an essential characteristic of democracy"" and 10 means it definitely is ""an essential characteristic of democracy. - The army takes over when government is incompetent","1 means ""not at all an essential characteristic of democracy"" and 10 means it definitely is ""an essential characteristic of democracy""",0 = It is against democracy (spontaneous); 1 = Not an essential characteristic of democracy; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = An essential characteristic of democracy; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Unknown,0 = It is against democracy (spontaneous); 1 = Not an essential characteristic of democracy; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = An essential characteristic of democracy,Original numeric values retained; all values below 0 are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q245-Democracy: The army takes over when government is incompetent,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q246,POLITICAL CULTURE & POLITICAL REGIMES,False,False,Not selected for display in Variable_Display_Logical.,integer,integer/numeric,Civil rights to protect against state oppression,Democracy: Civil rights protect people's liberty against oppression,"Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means ""not at all an essential characteristic of democracy"" and 10 means it definitely is ""an essential characteristic of democracy. - Civil rights protect people's liberty from state oppression","1 means ""not at all an essential characteristic of democracy"" and 10 means it definitely is ""an essential characteristic of democracy""",0 = It is against democracy (spontaneous); 1 = Not an essential characteristic of democracy; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = An essential characteristic of democracy; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Unknown,0 = It is against democracy (spontaneous); 1 = Not an essential characteristic of democracy; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = An essential characteristic of democracy,Original numeric values retained; all values below 0 are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q246-Democracy: Civil rights protect people's liberty against oppression,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q247,POLITICAL CULTURE & POLITICAL REGIMES,False,False,Not selected for display in Variable_Display_Logical.,integer,integer/numeric,Making incomes equal as a feature of democracy,Democracy: The state makes people's incomes equal,"Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means ""not at all an essential characteristic of democracy"" and 10 means it definitely is ""an essential characteristic of democracy. - The state makes people's incomes equal","1 means ""not at all an essential characteristic of democracy"" and 10 means it definitely is ""an essential characteristic of democracy""",0 = It is against democracy (spontaneous); 1 = Not an essential characteristic of democracy; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = An essential characteristic of democracy; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,0 = It is against democracy (spontaneous); 1 = Not an essential characteristic of democracy; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = An essential characteristic of democracy,Original numeric values retained; all values below 0 are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q247-Democracy: The state makes people's incomes equal,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
